Año,Mes,Estación_Nominal,Estación_Ordinal,Periodo,Fecha,Provincia,Tipo alojamiento,Subtipo alojamiento,Viajeros,Viajeros españoles,Viajeros extranjeros,Pernoctaciones,Pernoctaciones españoles,Pernoctaciones extranjeros,Grado ocupación,Estancia media,provincia_abreviado,Estancia media españoles,Estancia media extranjeros
2004,Agosto,,,Mensual,2004-08,Valladolid,Hoteles,,,,,,,,,,,,
2022,Junio,Verano,,Mensual,2022-06,Soria,Camping,Camping,4104,3548,556,11010,9880,1130,8.75,2.68,SO,2.78,0.02
2022,Junio,Verano,,Mensual,2022-06,Soria,Todos alojamientos,Todos,40556,36619,3937,75229,67966,7263,19.66,1.85,SO,1.86,17.26
2022,Junio,Verano,,Mensual,2022-06,Soria,Turismo rural,Turismo rural,9081,8097,984,16099,14146,1953,16.43,1.77,SO,1.75,0.01
2022,Junio,Verano,,Mensual,2022-06,Soria,Viviendas de uso turístico,Viviendas de uso turístico,1503,1503,0,3309,3309,0,14.84,2.2,SO,2.20,
2022,Junio,Verano,,Mensual,2022-06,Valladolid,Albergues,Albergues,854,806,48,1411,1250,161,13.2,1.65,VA,0.00,0.03
2022,Junio,Verano,,Mensual,2022-06,Valladolid,Apartamentos turísticos,Apartamentos turísticos,637,368,269,1723,915,808,11.64,2.7,VA,2.49,3.40
2022,Junio,Verano,,Mensual,2022-06,Valladolid,Camping,Camping,4847,1824,3023,9259,3610,5649,24,1.91,VA,1.98,1.19
2022,Junio,Verano,,Mensual,2022-06,Valladolid,Todos alojamientos,Todos,92405,74222,18183,148408,114332,34076,36.17,1.61,VA,1.54,6.29
2022,Junio,Verano,,Mensual,2022-06,Valladolid,Turismo rural,Turismo rural,5788,4860,928,10005,8050,1955,15.9,1.73,VA,1.66,0.01
2022,Junio,Verano,,Mensual,2022-06,Valladolid,Viviendas de uso turístico,Viviendas de uso turístico,3134,2836,298,6208,5313,895,19.42,1.98,VA,1.87,0.02
2022,Junio,Verano,,Mensual,2022-06,Zamora,Albergues,Albergues,697,239,458,697,239,458,14,1,ZA,1.00,0.52
2022,Junio,Verano,,Mensual,2022-06,Zamora,Apartamentos turísticos,Apartamentos turísticos,1611,1546,65,3910,3747,163,27.32,2.43,ZA,2.42,0.06
2004,Septiembre,,,Mensual,2004-09,Ávila,Hoteles,,,,,,,,,,,,
2004,Septiembre,,,Mensual,2004-09,Burgos,Hoteles,,,,,,,,,,,,
2004,Septiembre,,,Mensual,2004-09,Salamanca,Hoteles,,,,,,,,,,,,
2004,Septiembre,,,Mensual,2004-09,Ávila,Hoteles,,,,,,,,,,,,
2004,Septiembre,,,Mensual,2004-09,Soria,Hoteles,,,,,,,,,,,,
2004,Septiembre,,,Mensual,2004-09,Zamora,Hoteles,,,,,,,,,,,,
2022,Junio,Verano,,Mensual,2022-06,Zamora,Camping,Camping,3933,2694,1239,5860,4090,1770,5.13,1.49,ZA,1.52,3.30
2022,Junio,Verano,,Mensual,2022-06,Zamora,Todos alojamientos,Todos,41728,34983,6745,67977,58282,9695,19.19,1.63,ZA,1.67,8.64
2022,Junio,Verano,,Mensual,2022-06,Zamora,Turismo rural,Turismo rural,6909,5872,1037,11805,10223,1582,17.28,1.71,ZA,1.74,9.86
2022,Junio,Verano,,Mensual,2022-06,Zamora,Viviendas de uso turístico,Viviendas de uso turístico,4492,3945,547,6455,5379,1076,17.36,1.44,ZA,1.36,0.01
2022,Julio,Verano,,Mensual,2022-07,Ávila,Albergues,Albergues,880,827,53,2633,2545,88,19.07,2.99,AV,0.00,0.05
2022,Julio,Verano,,Mensual,2022-07,Ávila,Apartamentos turísticos,Apartamentos turísticos,3077,3050,27,6740,6695,45,26.05,2.19,AV,2.20,0.25
2022,Julio,Verano,,Mensual,2022-07,Ávila,Camping,Camping,9819,9445,374,21120,20711,409,13.22,2.15,AV,2.19,0.06
2022,Julio,Verano,,Mensual,2022-07,Ávila,Todos alojamientos,Todos,77097,71973,5124,148888,140101,8787,21.91,1.93,AV,1.95,27.34
2004,Octubre,,,Mensual,2004-10,Burgos,Hoteles,,,,,,,,,,,,
2004,Octubre,,,Mensual,2004-10,León,Hoteles,,,,,,,,,,,,
2004,Octubre,,,Mensual,2004-10,Soria,Hoteles,,,,,,,,,,,,
2022,Julio,Verano,,Mensual,2022-07,Ávila,Turismo rural,Turismo rural,17884,17261,623,42746,41461,1285,21.78,2.39,AV,2.40,0.07
2022,Julio,Verano,,Mensual,2022-07,Ávila,Viviendas de uso turístico,Viviendas de uso turístico,5998,5667,331,13828,12818,1010,12.75,2.31,AV,2.26,0.04
2022,Julio,Verano,,Mensual,2022-07,Burgos,Albergues,Albergues,6558,3507,3051,10301,7242,3059,16.25,1.57,BU,2.07,2.37
2022,Julio,Verano,,Mensual,2022-07,Burgos,Apartamentos turísticos,Apartamentos turísticos,4474,2295,2179,7888,4950,2938,34.54,1.76,BU,2.16,2.27
2022,Julio,Verano,,Mensual,2022-07,Burgos,Camping,Camping,7351,6212,1139,21491,19996,1495,12.6,2.92,BU,3.22,17.56
2022,Julio,Verano,,Mensual,2022-07,Burgos,Todos alojamientos,Todos,144329,86058,58271,229673,156169,73504,31.16,1.59,BU,1.81,2.68
2022,Julio,Verano,,Mensual,2022-07,Burgos,Turismo rural,Turismo rural,15444,10742,4702,27837,22850,4987,20.59,1.8,BU,2.13,4.86
2022,Julio,Verano,,Mensual,2022-07,Burgos,Viviendas de uso turístico,Viviendas de uso turístico,4517,2752,1765,9810,7079,2731,23.3,2.17,BU,2.57,4.01
2022,Julio,Verano,,Mensual,2022-07,León,Albergues,Albergues,18032,7584,10448,21732,11155,10577,23.55,1.21,LE,1.47,1.07
2022,Julio,Verano,,Mensual,2022-07,León,Apartamentos turísticos,Apartamentos turísticos,3303,3011,292,9325,8028,1297,34.66,2.82,LE,2.67,0.03
2004,Noviembre,,,Mensual,2004-11,Ávila,Hoteles,,,,,,,,,,,,
2004,Noviembre,,,Mensual,2004-11,Zamora,Hoteles,,,,,,,,,,,,
2004,Noviembre,,,Mensual,2004-11,Ávila,Hoteles,,,,,,,,,,,,
2004,Noviembre,,,Mensual,2004-11,León,Hoteles,,,,,,,,,,,,
2022,Julio,Verano,,Mensual,2022-07,León,Camping,Camping,15081,10095,4986,36594,28598,7996,20.11,2.43,LE,2.83,5.74
2022,Julio,Verano,,Mensual,2022-07,León,Todos alojamientos,Todos,150287,107799,42488,242812,188572,54240,29.46,1.62,LE,1.75,4.44
2022,Julio,Verano,,Mensual,2022-07,León,Turismo rural,Turismo rural,13939,11838,2101,29526,26582,2944,24,2.12,LE,2.25,12.65
2022,Julio,Verano,,Mensual,2022-07,León,Viviendas de uso turístico,Viviendas de uso turístico,5952,4667,1285,11732,10340,1392,19.47,1.97,LE,2.22,8.05
2022,Julio,Verano,,Mensual,2022-07,Palencia,Albergues,Albergues,5576,2027,3549,6348,2354,3994,21.62,1.14,PA,1.16,0.66
2022,Julio,Verano,,Mensual,2022-07,Palencia,Apartamentos turísticos,Apartamentos turísticos,300,274,26,1113,1087,26,18.78,3.71,PA,0.00,0.04
2022,Julio,Verano,,Mensual,2022-07,Palencia,Camping,Camping,2302,2091,211,4013,3700,313,10.09,1.74,PA,1.77,0.02
2022,Julio,Verano,,Mensual,2022-07,Palencia,Todos alojamientos,Todos,43531,31881,11650,68531,54414,14117,26.72,1.57,PA,1.71,4.67
2004,Diciembre,,,Mensual,2004-12,Palencia,Hoteles,,,,,,,,,,,,
2004,Diciembre,,,Mensual,2004-12,Salamanca,Hoteles,,,,,,,,,,,,
2004,Diciembre,,,Mensual,2004-12,Burgos,Hoteles,,,,,,,,,,,,
2004,Diciembre,,,Mensual,2004-12,Segovia,Hoteles,,,,,,,,,,,,
2004,Diciembre,,,Mensual,2004-12,Zamora,Hoteles,,,,,,,,,,,,
2022,Julio,Verano,,Mensual,2022-07,Palencia,Turismo rural,Turismo rural,5060,4876,184,11103,10880,223,18.3,2.19,PA,2.23,0.06
2022,Julio,Verano,,Mensual,2022-07,Palencia,Viviendas de uso turístico,Viviendas de uso turístico,528,528,0,960,960,0,9.26,1.82,PA,1.82,
2022,Julio,Verano,,Mensual,2022-07,Salamanca,Albergues,Albergues,1682,1119,563,2725,1995,730,21.22,1.62,SA,1.78,0.00
2022,Julio,Verano,,Mensual,2022-07,Salamanca,Apartamentos turísticos,Apartamentos turísticos,6229,5610,619,18431,16087,2344,35.58,2.96,SA,2.87,0.03
2022,Julio,Verano,,Mensual,2022-07,Salamanca,Camping,Camping,9864,5275,4589,16103,8726,7377,10.59,1.63,SA,1.65,1.90
2022,Julio,Verano,,Mensual,2022-07,Salamanca,Todos alojamientos,Todos,136114,92201,43913,231291,165005,66286,31.83,1.7,SA,1.79,3.76
2005,Enero,,,Mensual,2005-01,Palencia,Hoteles,,,,,,,,,,,,
2005,Enero,,,Mensual,2005-01,Salamanca,Hoteles,,,,,,,,,,,,
2005,Enero,,,Mensual,2005-01,Soria,Hoteles,,,,,,,,,,,,
2005,Enero,,,Mensual,2005-01,Palencia,Hoteles,,,,,,,,,,,,
2022,Julio,Verano,,Mensual,2022-07,Salamanca,Turismo rural,Turismo rural,10239,10014,225,22131,21768,363,17.77,2.16,SA,2.17,0.10
2022,Julio,Verano,,Mensual,2022-07,Salamanca,Viviendas de uso turístico,Viviendas de uso turístico,7393,4999,2394,17584,10288,7296,34.71,2.38,SA,2.06,4.30
2022,Julio,Verano,,Mensual,2022-07,Segovia,Albergues,Albergues,4592,4478,114,12028,11914,114,38.32,2.62,SE,2.66,0.10
2022,Julio,Verano,,Mensual,2022-07,Segovia,Apartamentos turísticos,Apartamentos turísticos,3147,2014,1133,6012,4511,1501,19.9,1.91,SE,2.24,3.98
2022,Julio,Verano,,Mensual,2022-07,Segovia,Camping,Camping,4775,4559,216,9311,8997,314,15.74,1.95,SE,1.97,0.04
2022,Julio,Verano,,Mensual,2022-07,Segovia,Todos alojamientos,Todos,100410,77926,22484,166478,136520,29958,31.45,1.66,SE,1.75,6.07
2022,Julio,Verano,,Mensual,2022-07,Segovia,Turismo rural,Turismo rural,15513,13811,1702,28854,25657,3197,23.71,1.86,SE,1.86,15.07
2022,Julio,Verano,,Mensual,2022-07,Segovia,Viviendas de uso turístico,Viviendas de uso turístico,9724,8773,951,25367,22609,2758,29.11,2.61,SE,2.58,0.02
2022,Julio,Verano,,Mensual,2022-07,Soria,Albergues,Albergues,609,609,0,1141,1141,0,8.29,1.87,SO,0.00,
2022,Julio,Verano,,Mensual,2022-07,Soria,Apartamentos turísticos,Apartamentos turísticos,925,891,34,2623,2555,68,19.08,2.84,SO,0.00,0.08
2022,Julio,Verano,,Mensual,2022-07,Soria,Camping,Camping,14399,13837,562,27817,26237,1580,19.54,1.93,SO,1.90,0.05
2022,Julio,Verano,,Mensual,2022-07,Soria,Todos alojamientos,Todos,58215,53725,4490,107192,99181,8011,26.06,1.84,SO,1.85,22.09
2005,Febrero,,,Mensual,2005-02,Ávila,Hoteles,,,,,,,,,,,,
2005,Febrero,,,Mensual,2005-02,Palencia,Hoteles,,,,,,,,,,,,
2005,Febrero,,,Mensual,2005-02,Salamanca,Hoteles,,,,,,,,,,,,
2005,Febrero,,,Mensual,2005-02,Soria,Hoteles,,,,,,,,,,,,
2005,Febrero,,,Mensual,2005-02,Burgos,Hoteles,,,,,,,,,,,,
2005,Febrero,,,Mensual,2005-02,León,Hoteles,,,,,,,,,,,,
2005,Febrero,,,Mensual,2005-02,Palencia,Hoteles,,,,,,,,,,,,
2005,Febrero,,,Mensual,2005-02,Soria,Hoteles,,,,,,,,,,,,
2005,Febrero,,,Mensual,2005-02,Valladolid,Hoteles,,,,,,,,,,,,
2022,Julio,Verano,,Mensual,2022-07,Soria,Turismo rural,Turismo rural,10043,9579,464,25959,24295,1664,24.62,2.58,SO,2.54,0.05
2022,Julio,Verano,,Mensual,2022-07,Soria,Viviendas de uso turístico,Viviendas de uso turístico,1861,1810,51,3738,3671,67,15.83,2.01,SO,2.03,0.07
2022,Julio,Verano,,Mensual,2022-07,Valladolid,Albergues,Albergues,524,260,264,954,425,529,7.32,1.82,VA,1.63,1.61
2022,Julio,Verano,,Mensual,2022-07,Valladolid,Apartamentos turísticos,Apartamentos turísticos,1803,1585,218,3668,3233,435,21.85,2.03,VA,2.04,0.01
2022,Julio,Verano,,Mensual,2022-07,Valladolid,Camping,Camping,5444,2731,2713,10691,6383,4308,26.82,1.96,VA,2.34,2.35
2022,Julio,Verano,,Mensual,2022-07,Valladolid,Todos alojamientos,Todos,96270,66264,30006,157614,113534,44080,36.7,1.64,VA,1.71,3.78
2022,Julio,Verano,,Mensual,2022-07,Valladolid,Turismo rural,Turismo rural,7929,6097,1832,11852,9374,2478,18.2,1.49,VA,1.54,5.12
2022,Julio,Verano,,Mensual,2022-07,Valladolid,Viviendas de uso turístico,Viviendas de uso turístico,3445,1960,1485,9696,4811,4885,27.12,2.81,VA,2.45,3.24
2005,Marzo,,,Mensual,2005-03,Segovia,Hoteles,,,,,,,,,,,,
2005,Marzo,,,Mensual,2005-03,Valladolid,Hoteles,,,,,,,,,,,,
2005,Marzo,,,Mensual,2005-03,Ávila,Hoteles,,,,,,,,,,,,
2005,Marzo,,,Mensual,2005-03,Burgos,Hoteles,,,,,,,,,,,,
2005,Marzo,,,Mensual,2005-03,Palencia,Hoteles,,,,,,,,,,,,
2005,Marzo,,,Mensual,2005-03,Salamanca,Hoteles,,,,,,,,,,,,
2005,Marzo,,,Mensual,2005-03,Segovia,Hoteles,,,,,,,,,,,,
2005,Marzo,,,Mensual,2005-03,Soria,Hoteles,,,,,,,,,,,,
2005,Marzo,,,Mensual,2005-03,Zamora,Hoteles,,,,,,,,,,,,
2022,Julio,Verano,,Mensual,2022-07,Zamora,Albergues,Albergues,402,238,164,402,238,164,10.09,1,ZA,1.00,1.45
2022,Julio,Verano,,Mensual,2022-07,Zamora,Apartamentos turísticos,Apartamentos turísticos,1808,1689,119,3542,3318,224,28.22,1.96,ZA,1.96,0.03
2022,Julio,Verano,,Mensual,2022-07,Zamora,Camping,Camping,7371,6298,1073,9948,8719,1229,8.43,1.35,ZA,1.38,8.13
2022,Julio,Verano,,Mensual,2022-07,Zamora,Todos alojamientos,Todos,56565,50005,6560,90684,80903,9781,25.53,1.6,ZA,1.62,12.33
2022,Julio,Verano,,Mensual,2022-07,Zamora,Turismo rural,Turismo rural,9345,8574,771,17517,16533,984,23.2,1.87,ZA,1.93,0.02
2022,Julio,Verano,,Mensual,2022-07,Zamora,Viviendas de uso turístico,Viviendas de uso turístico,5991,5400,591,10767,9536,1231,27.89,1.8,ZA,1.77,0.02
2022,Agosto,Verano,,Mensual,2022-08,Ávila,Albergues,Albergues,750,702,48,3626,3577,49,26.67,4.83,AV,0.01,0.07
2005,Abril,,,Mensual,2005-04,Palencia,Hoteles,,,,,,,,,,,,
2005,Abril,,,Mensual,2005-04,Segovia,Hoteles,,,,,,,,,,,,
2005,Abril,,,Mensual,2005-04,Soria,Hoteles,,,,,,,,,,,,
2005,Abril,,,Mensual,2005-04,Ávila,Hoteles,,,,,,,,,,,,
2005,Abril,,,Mensual,2005-04,León,Hoteles,,,,,,,,,,,,
2005,Abril,,,Mensual,2005-04,Soria,Hoteles,,,,,,,,,,,,
2005,Abril,,,Mensual,2005-04,Valladolid,Hoteles,,,,,,,,,,,,
2022,Agosto,Verano,,Mensual,2022-08,Ávila,Apartamentos turísticos,Apartamentos turísticos,4447,4136,311,13357,12746,611,51.03,3,AV,3.08,0.04
2022,Agosto,Verano,,Mensual,2022-08,Ávila,Camping,Camping,14001,13395,606,29722,27804,1918,15.92,2.12,AV,2.08,0.05
2022,Agosto,Verano,,Mensual,2022-08,Ávila,Todos alojamientos,Todos,106208,94702,11506,224143,206498,17645,30.88,2.11,AV,2.18,17.95
2022,Agosto,Verano,,Mensual,2022-08,Ávila,Turismo rural,Turismo rural,27132,26255,877,74460,72498,1962,35.88,2.74,AV,2.76,0.08
2022,Agosto,Verano,,Mensual,2022-08,Ávila,Viviendas de uso turístico,Viviendas de uso turístico,6418,6197,221,16439,15776,663,14.07,2.56,AV,2.55,0.07
2022,Agosto,Verano,,Mensual,2022-08,Burgos,Albergues,Albergues,15432,8216,7216,25614,18356,7258,38.6,1.66,BU,2.23,2.54
2022,Agosto,Verano,,Mensual,2022-08,Burgos,Apartamentos turísticos,Apartamentos turísticos,7417,4182,3235,12815,8840,3975,49.96,1.73,BU,2.11,2.73
2022,Agosto,Verano,,Mensual,2022-08,Burgos,Camping,Camping,12543,7280,5263,25401,19312,6089,14.82,2.03,BU,2.65,3.67
2022,Agosto,Verano,,Mensual,2022-08,Burgos,Todos alojamientos,Todos,220251,123641,96610,329203,219706,109497,42.73,1.49,BU,1.78,2.27
2022,Agosto,Verano,,Mensual,2022-08,Burgos,Turismo rural,Turismo rural,19955,16476,3479,46107,41517,4590,31.87,2.31,BU,2.52,11.93
2022,Agosto,Verano,,Mensual,2022-08,Burgos,Viviendas de uso turístico,Viviendas de uso turístico,8976,5218,3758,12952,8075,4877,32.58,1.44,BU,1.55,2.15
2005,Mayo,,,Mensual,2005-05,Ávila,Hoteles,,,,,,,,,,,,
2005,Mayo,,,Mensual,2005-05,Soria,Hoteles,,,,,,,,,,,,
2005,Mayo,,,Mensual,2005-05,Salamanca,Hoteles,,,,,,,,,,,,
2005,Mayo,,,Mensual,2005-05,Soria,Hoteles,,,,,,,,,,,,
2005,Mayo,,,Mensual,2005-05,Valladolid,Hoteles,,,,,,,,,,,,
2005,Mayo,,,Mensual,2005-05,Zamora,Hoteles,,,,,,,,,,,,
2022,Agosto,Verano,,Mensual,2022-08,León,Albergues,Albergues,32385,15652,16733,46873,29315,17558,38.34,1.45,LE,1.87,1.75
2022,Agosto,Verano,,Mensual,2022-08,León,Apartamentos turísticos,Apartamentos turísticos,7496,6554,942,18585,15475,3110,60.02,2.48,LE,2.36,0.02
2022,Agosto,Verano,,Mensual,2022-08,León,Camping,Camping,12425,10821,1604,42465,38730,3735,20.01,3.42,LE,3.58,24.15
2022,Agosto,Verano,,Mensual,2022-08,León,Todos alojamientos,Todos,220110,168715,51395,388042,316875,71167,42.8,1.76,LE,1.88,6.17
2022,Agosto,Verano,,Mensual,2022-08,León,Turismo rural,Turismo rural,21187,18571,2616,59072,53102,5970,49.61,2.79,LE,2.86,20.30
2022,Agosto,Verano,,Mensual,2022-08,León,Viviendas de uso turístico,Viviendas de uso turístico,8081,6784,1297,24468,21737,2731,37.26,3.03,LE,3.20,16.76
2022,Agosto,Verano,,Mensual,2022-08,Palencia,Albergues,Albergues,7598,3071,4527,9129,4323,4806,27.2,1.2,PA,1.41,0.95
2022,Agosto,Verano,,Mensual,2022-08,Palencia,Apartamentos turísticos,Apartamentos turísticos,602,499,103,2735,2370,365,46.15,4.54,PA,0.00,0.02
2022,Agosto,Verano,,Mensual,2022-08,Palencia,Camping,Camping,4812,4475,337,11571,10777,794,29.09,2.4,PA,2.41,0.03
2005,Junio,,,Mensual,2005-06,Ávila,Hoteles,,,,,,,,,,,,
2005,Junio,,,Mensual,2005-06,Burgos,Hoteles,,,,,,,,,,,,
2005,Junio,,,Mensual,2005-06,León,Hoteles,,,,,,,,,,,,
2005,Junio,,,Mensual,2005-06,Segovia,Hoteles,,,,,,,,,,,,
2005,Junio,,,Mensual,2005-06,Soria,Hoteles,,,,,,,,,,,,
2005,Junio,,,Mensual,2005-06,Valladolid,Hoteles,,,,,,,,,,,,
2022,Agosto,Verano,,Mensual,2022-08,Palencia,Todos alojamientos,Todos,69483,54065,15418,129365,107010,22355,49.48,1.86,PA,1.98,6.94
2022,Agosto,Verano,,Mensual,2022-08,Palencia,Turismo rural,Turismo rural,10977,9789,1188,31692,29781,1911,50.87,2.89,PA,3.04,25.07
2022,Agosto,Verano,,Mensual,2022-08,Palencia,Viviendas de uso turístico,Viviendas de uso turístico,880,770,110,3336,2970,366,33.33,3.79,PA,0.00,0.03
2022,Agosto,Verano,,Mensual,2022-08,Salamanca,Albergues,Albergues,4066,1441,2625,4633,1738,2895,33.18,1.14,SA,1.21,0.66
2022,Agosto,Verano,,Mensual,2022-08,Salamanca,Apartamentos turísticos,Apartamentos turísticos,12199,10299,1900,30370,25940,4430,53.57,2.49,SA,2.52,13.65
2022,Agosto,Verano,,Mensual,2022-08,Salamanca,Camping,Camping,8598,4354,4244,27957,15852,12105,18.38,3.25,SA,3.64,3.74
2022,Agosto,Verano,,Mensual,2022-08,Salamanca,Todos alojamientos,Todos,231344,166523,64821,376790,275489,101301,51.89,1.63,SA,1.65,4.25
2022,Agosto,Verano,,Mensual,2022-08,Salamanca,Turismo rural,Turismo rural,28279,27114,1165,59832,57542,2290,48.75,2.12,SA,2.12,49.39
2005,Julio,,,Mensual,2005-07,Palencia,Hoteles,,,,,,,,,,,,
2005,Julio,,,Mensual,2005-07,Soria,Hoteles,,,,,,,,,,,,
2005,Julio,,,Mensual,2005-07,Valladolid,Hoteles,,,,,,,,,,,,
2005,Julio,,,Mensual,2005-07,Zamora,Hoteles,,,,,,,,,,,,
2005,Julio,,,Mensual,2005-07,Palencia,Hoteles,,,,,,,,,,,,
2005,Julio,,,Mensual,2005-07,Zamora,Hoteles,,,,,,,,,,,,
2022,Agosto,Verano,,Mensual,2022-08,Salamanca,Viviendas de uso turístico,Viviendas de uso turístico,9390,6375,3015,19985,14333,5652,47.41,2.13,SA,2.25,4.75
2022,Agosto,Verano,,Mensual,2022-08,Segovia,Albergues,Albergues,1643,1643,0,5036,5036,0,18.02,3.07,SE,3.07,
2022,Agosto,Verano,,Mensual,2022-08,Segovia,Apartamentos turísticos,Apartamentos turísticos,2930,2877,53,10832,10725,107,34.17,3.7,SE,3.73,0.20
2022,Agosto,Verano,,Mensual,2022-08,Segovia,Camping,Camping,4976,4431,545,13605,12671,934,18.79,2.73,SE,2.86,0.02
2022,Agosto,Verano,,Mensual,2022-08,Segovia,Todos alojamientos,Todos,124667,101689,22978,222687,192745,29942,40.02,1.79,SE,1.90,8.39
2022,Agosto,Verano,,Mensual,2022-08,Segovia,Turismo rural,Turismo rural,22080,18211,3869,43912,37440,6472,35.98,1.99,SE,2.06,9.68
2022,Agosto,Verano,,Mensual,2022-08,Segovia,Viviendas de uso turístico,Viviendas de uso turístico,8549,7464,1085,25582,24147,1435,26.25,2.99,SE,3.24,22.26
2022,Agosto,Verano,,Mensual,2022-08,Soria,Albergues,Albergues,1581,1498,83,2613,2447,166,18.33,1.65,SO,1.63,0.03
2022,Agosto,Verano,,Mensual,2022-08,Soria,Apartamentos turísticos,Apartamentos turísticos,1628,1472,156,6168,5351,817,40.43,3.79,SO,3.64,0.03
2022,Agosto,Verano,,Mensual,2022-08,Soria,Camping,Camping,14798,14044,754,39163,37720,1443,27.52,2.65,SO,2.69,0.05
2022,Agosto,Verano,,Mensual,2022-08,Soria,Todos alojamientos,Todos,72253,67923,4330,164516,155507,9009,38.94,2.28,SO,2.29,35.91
2022,Agosto,Verano,,Mensual,2022-08,Soria,Turismo rural,Turismo rural,18245,17467,778,47944,45398,2546,44.41,2.63,SO,2.60,0.06
2022,Agosto,Verano,,Mensual,2022-08,Soria,Viviendas de uso turístico,Viviendas de uso turístico,1799,1712,87,6094,5804,290,26.78,3.39,SO,3.39,0.07
2022,Agosto,Verano,,Mensual,2022-08,Valladolid,Albergues,Albergues,493,92,401,1935,92,1843,12.89,3.92,VA,1.00,0.23
2022,Agosto,Verano,,Mensual,2022-08,Valladolid,Apartamentos turísticos,Apartamentos turísticos,2615,1552,1063,4305,2916,1389,27.83,1.65,VA,1.88,2.74
2022,Agosto,Verano,,Mensual,2022-08,Valladolid,Camping,Camping,6339,3508,2831,13132,8483,4649,32.94,2.07,VA,2.42,3.00
2022,Agosto,Verano,,Mensual,2022-08,Valladolid,Todos alojamientos,Todos,126627,90833,35794,196280,143156,53124,45.6,1.55,VA,1.58,4.00
2022,Agosto,Verano,,Mensual,2022-08,Valladolid,Turismo rural,Turismo rural,12307,11207,1100,19717,17838,1879,31.29,1.6,VA,1.59,16.22
2022,Agosto,Verano,,Mensual,2022-08,Valladolid,Viviendas de uso turístico,Viviendas de uso turístico,5731,4912,819,10855,9582,1273,30.33,1.89,VA,1.95,0.01
2018,Abril,,,Mensual,2018-04,Ávila,Hoteles,,,,,,,,,,,,
2018,Abril,,,Mensual,2018-04,Burgos,Hoteles,,,,,,,,,,,,
2018,Abril,,,Mensual,2018-04,Segovia,Hoteles,,,,,,,,,,,,
2018,Abril,,,Mensual,2018-04,Soria,Hoteles,,,,,,,,,,,,
2018,Abril,,,Mensual,2018-04,Zamora,Hoteles,,,,,,,,,,,,
2018,Abril,,,Mensual,2018-04,Burgos,Hoteles,,,,,,,,,,,,
2018,Abril,,,Mensual,2018-04,León,Hoteles,,,,,,,,,,,,
2018,Abril,,,Mensual,2018-04,Salamanca,Hoteles,,,,,,,,,,,,
2022,Agosto,Verano,,Mensual,2022-08,Zamora,Albergues,Albergues,676,488,188,676,488,188,19.63,1,ZA,1.00,2.60
2022,Agosto,Verano,,Mensual,2022-08,Zamora,Apartamentos turísticos,Apartamentos turísticos,1772,1718,54,5913,5719,194,48.3,3.34,ZA,3.33,0.11
2022,Agosto,Verano,,Mensual,2022-08,Zamora,Camping,Camping,9641,7223,2418,20020,14572,5448,16.96,2.08,ZA,2.02,6.03
2022,Agosto,Verano,,Mensual,2022-08,Zamora,Todos alojamientos,Todos,76901,67898,9003,140117,123835,16282,39.21,1.82,ZA,1.82,13.75
2022,Agosto,Verano,,Mensual,2022-08,Zamora,Turismo rural,Turismo rural,16670,15367,1303,38417,35864,2553,48.46,2.3,ZA,2.33,27.52
2022,Agosto,Verano,,Mensual,2022-08,Zamora,Viviendas de uso turístico,Viviendas de uso turístico,4501,4195,306,8057,7018,1039,23.23,1.79,ZA,1.67,0.02
2022,Septiembre,Otoño,,Mensual,2022-09,Ávila,Albergues,Albergues,889,847,42,2620,2578,42,17,2.95,AV,0.00,0.06
2022,Septiembre,Otoño,,Mensual,2022-09,Ávila,Apartamentos turísticos,Apartamentos turísticos,2109,2066,43,3896,3729,167,15.6,1.85,AV,1.80,0.09
2022,Septiembre,Otoño,,Mensual,2022-09,Ávila,Camping,Camping,6060,5347,713,11301,10357,944,7.91,1.86,AV,1.94,0.01
2022,Septiembre,Otoño,,Mensual,2022-09,Ávila,Todos alojamientos,Todos,75030,67227,7803,125979,111916,14063,19.42,1.68,AV,1.66,14.34
2022,Septiembre,Otoño,,Mensual,2022-09,Ávila,Turismo rural,Turismo rural,12662,12173,489,24611,23348,1263,12.79,1.94,AV,1.92,0.05
2022,Septiembre,Otoño,,Mensual,2022-09,Ávila,Viviendas de uso turístico,Viviendas de uso turístico,7702,7702,0,13911,13911,0,12.74,1.81,AV,1.81,
2022,Septiembre,Otoño,,Mensual,2022-09,Burgos,Albergues,Albergues,14989,3045,11944,15381,3437,11944,22.5,1.03,BU,1.13,0.29
2022,Septiembre,Otoño,,Mensual,2022-09,Burgos,Apartamentos turísticos,Apartamentos turísticos,4663,3337,1326,6659,4659,2000,25.61,1.43,BU,1.40,3.51
2022,Septiembre,Otoño,,Mensual,2022-09,Burgos,Camping,Camping,4262,2409,1853,7924,5359,2565,4.92,1.86,BU,2.22,2.89
2022,Septiembre,Otoño,,Mensual,2022-09,Burgos,Todos alojamientos,Todos,160917,95368,65549,229904,149580,80324,30.84,1.43,BU,1.57,2.28
2022,Septiembre,Otoño,,Mensual,2022-09,Burgos,Turismo rural,Turismo rural,16816,12628,4188,28551,22863,5688,20.43,1.7,BU,1.81,5.46
2022,Septiembre,Otoño,,Mensual,2022-09,Burgos,Viviendas de uso turístico,Viviendas de uso turístico,4885,3395,1490,8458,5971,2487,20,1.73,BU,1.76,4.01
